编号,正面情绪,文本
6085,0.5,第四，但是我不是四川人。
6086,0.5,南充人表示不知道
6087,0.4137931034482756,D
6088,0.5,三和六吃过，但真没听过
6089,0.5,阆中人表示没听过
6090,0.4109289617486338,4
6091,0.4137931034482756,D
6092,0.5,D宜宾很多
6093,0.4137931034482756,D
6094,0.4109289617486338,4
6095,0.4109289617486338,4
6096,0.42172147722901665,奶油小馒头 第四个是成都土著家里都会做的 我老家小时候的味道 😂😂😂
6097,0.44757496667959995,发糕 青团 紫米糕
6098,0.4737150425347657,都吃过 名字记不住
6099,0.5,但每一个都好好吃的样子[馋嘴]
6100,0.4137931034482756,D
6101,0.5,D啥
6102,0.5,资格四川人都不知道是哪个
6103,0.5,四川话莫得这个
6104,0.5,不知道小编是大四川哪里人？我土生土长成都人表示没有听说有这个喊法！
6105,0.5,鸭儿粑就是泡粑
6106,0.4737150425347657,鸭儿粑和猪儿粑是两码事  成都≠四川
6107,0.4109289617486338,4
6108,0.4137931034482756,D
6109,0.5,回复@橡皮猪猪:真的没听过
6110,0.5,还以为第五[doge]
6111,0.4109289617486338,4
6112,0.5,4明明是发馍馍！！！！一二巴是带叶子的
6113,0.4737150425347657,身为成都人不知道 好羞耻
6114,0.4109289617486338,4
6115,0.5,成都人表示没有听过
6116,0.5,4不解释
6117,0.4109289617486338,4
6118,0.4737150425347657,回复@敏9_6:[doge][doge][doge] http://t.cn/RcTLcyK
6119,0.5,确实不知道，什么叫泡粑
6120,0.5,第四个呀
6121,0.5,回复@耗子Y-H:反应图四我们是说鸭儿粑[doge]
6122,0.5,回复@敏9_6:泡粑怕不是说的鸭儿粑噢[doge]
6123,0.5,我那里用玉米叶子包起来的[doge]
6124,0.5,我们宜宾人说的鸭儿粑
6125,0.5,能百度吗[哈哈][哈哈][哈哈]
6126,0.5,我还真不晓得[笑cry]
6127,0.5,第四图
6128,0.5,送分题啊、D
6129,0.5,D还有种叫法叫甜干粑粑
6130,0.5,肯定是D
6131,0.5,就是D了，，没话说，，，
6132,0.4137931034482756,D
6133,0.5,回复@罗钠尔多不多:青海这边藏传佛寺的金塔居然真的是黄金，难以置信，一个纯金打造的塔尖！镀金的塔身！
6134,0.5,回复@笑笑昕:有一次去阿坝州，我真的感觉那里的人比我们外面的人更有钱，大多数都捐给寺庙
6135,0.5,我在青海藏区，怎么觉得他们比我们好多汉族都有钱？？
6136,0.5,如果不登山，峨眉山是性价比最差的，半天就玩完
6137,0.5,谢谢小编好福利啦[嘻嘻]
6138,0.5,人生第一次中奖啊！！！！！！谢谢小伙伴们，感谢川叔[爱你][爱你][爱你][爱你]
6139,0.5,还是没有中[悲伤][悲伤][悲伤]川叔~
6140,0.4737150425347657,！！！！！！！！人森头一次转发中奖！！！啊啊啊啊啊啊啊啊！！！！感谢么么儿！感谢胖达！感谢成都！感谢川叔！感谢我@ 的所有小伙伴～[哆啦A梦吃惊][哆啦A梦花心][哆啦A梦微笑][偷笑][哈哈][嘻嘻]
6141,0.5,谢谢川叔[哈哈][哈哈][哈哈]
6142,0.5,好开心获奖呀刚已发来相关私信啦
6143,0.5,置顶微博不是明信片，明信片的微博在哪里啊[笑cry][笑cry]
6144,0.5,对对对，旅博会，在我峨眉[good]
6145,0.5,一个都没……
6146,0.5,赞！
6147,0.4737150425347657,#蚂蚁骑火车# [威武]
6148,0.5,这是我们单位在修。[挖鼻]
6149,0.5,期待三期
6150,0.5,好久建成通车哦？
6151,0.5,还有四年。反正前面10年是没看到什么变化的、
6152,0.4737150425347657,这看着是美好，我们这里国土让一家出20万，然后说剩下的他们出，修一楼一底，然后有修好的人家，二楼高度太低，根本人家就不想住人，还有一户出个20万，我还要你修，现在20万修个一楼一底能要不完吧，这主意打得，以为大家都 是笨蛋一样，就你们聪明，让大家自己修，你们不要找理由这里收钱那里收钱就
6153,0.4737150425347657,打自己脸 基层全是在演戏
6154,0.5,我们就是那四成
6155,0.4737150425347657,到2020年 四川六成以上村建成省级“四好村”
6156,0.5,这就是个笑话
6157,0.5,我只能笑笑，看看就好，再隔50年能成功都不错[笑cry]
6158,0.5,请到我们村看看，会让你心酸的！
6159,0.5,哪一天能回归到夜不闭户就好了
6160,0.5,不管怎么样，都已经涨了
6161,0.5,房管局不干活吗？他们的监管主体责任在哪里？
6162,0.5,@M开M
6163,0.5,现在还有吗？！
6164,0.5,阿訇进校园，你怎么看
6165,0.5,转发微博
6166,0.5,回复@R芮不可当:已经知道了。[泪][泪]我会被挤成鲜花饼
6167,0.5,国庆出游大军即将上路。各路小伙伴上路之前记得准备好吃的。以免堵在高速路上挨饿哟。
6168,0.5,@埖兒睡
6169,0.5,[哈哈][哈哈][哈哈][可爱][可爱][可爱][爱你][爱你][爱你]谢谢川叔，好开心啊
6170,0.5,地址已私
6171,0.5,恭喜
6172,0.5,谢谢小编好福利，已私信[嘻嘻]
6173,0.5,谢谢主编！谢谢川叔，来的刚好。
6174,0.5,第一次中，我的天[悲伤]感动到哭
6175,0.5,嘤嘤嘤！好开心！开心的要哭了！感谢川叔(❁´ω`❁)
6176,0.5,谢谢[心]开心~[哆啦A梦花心]
6177,0.5,我怎么中了两次？
6178,0.5,第一次中奖来着[可爱]
6179,0.5,哇，好开心啊[哈哈][哈哈][哈哈]
6180,0.5,[噢耶][噢耶][噢耶][二哈][二哈][二哈][二哈][酷][酷][酷][酷]开心
6181,0.5,小梅快起来
6182,0.5,川叔配图在卖萌吗
6183,0.5,意思是不能吃街边美味啦？
6184,0.5,成都银行[二哈][二哈][二哈]咋个办
6185,0.5,还不够挤？
6186,0.5,又来抢生意，擦
6187,0.5,化工控股的川化股份扭亏？？送5个亿不扭亏才怪[闭嘴]
6188,0.5,真的看不懂他到底在说什么
6189,0.4737150425347657,恭喜 国进民退
6190,0.5,都想吃啊😍
6191,0.5,真抓实干，不玩文字游戏
6192,0.44757496667959995,@映映永愛鳳永愛冬冬Cheney @陈学冬家的大头 @Pinasly 
6193,0.34718838375364114,【《爵迹梦鉴集》开奖啦！幸运儿是你吗？[抱抱]】#书香四川 免费送好书#恭喜这些幸运小伙伴每人获得《爵迹梦鉴集》1本：@帅哥平_2010  @郭敬明de郑小妞  @Mmz丸子  @映映永愛鳳永愛冬冬Cheney  @源源的心里装着汤圆呦  请于9月30日17:00前将你的“姓名+电话+地址”私信川叔~更多福利请持续关注川叔哟
6194,0.44757496667959995,@大青smile @雪宝冬冬冬冬 @陈学冬i萌萌哒_
6195,0.44757496667959995,拉低中奖率来的，说不定就是我啦@茶叶棒子 @因素--- @土豆琥 
6196,0.5,还没开奖？？？
6197,0.44757496667959995,@大青smile @暖冬cheney @小冬冬要依依跟他抱抱 
6198,0.44757496667959995,@鲜衣美食君 @痞人周鱼 @慢严舒柠 
6199,0.44757496667959995,@鸡排撞奶 @LAS_Aaron炎 @快乐与鹿 
6200,0.42172147722901665,@Yang一Dong @爱Cheney的萌萌萌 @陈陈陈陈陈大宝i 来来来[二哈][二哈]看我！
6201,0.42172147722901665,#爵迹电影全纪录#@大露胖胖 @_不会起名字_咩 @Mr于先生的专属吃货   看过来！！
6202,0.44757496667959995,@陳小樣r @_c_c_Star @夜大板儿 
6203,0.42172147722901665,#乐视金融助力麒零点亮大屏# 立于世间陡峭山峰，俯瞰风起云涌。脚踏万里苍白冰原，伸手即触苍穹。穿行无尽迷雾丛林，一路披荆斩棘。踏遍冰封奥斯汀大陆，高唱战歌未歇。翻涌风雪，无垠星河，于你掌间，为你加冕[心][心]@一个雯雯- @他们都叫我萱萱 @冬兴鹿 
6204,0.30113587501305905,【活动：有奖转发送《爵迹梦鉴集》[色]】#书香四川 免费送好书#由@范冰冰 @Mr_凡先生 @William威廉陈伟霆 @TFBOYS-王源 @陈学冬 等参演的电影《爵迹》即将上映。@博集天卷 期待@郭敬明 主编#爵迹电影全纪录#《爵迹梦鉴集》[舔屏]！@四川发布 
6205,0.42172147722901665,@静若水_ @电影爵迹2016 @鹿晗的迷妹200903 想要书！！！
6206,0.42172147722901665,@长角星人- @林靜雅雅雅 @雅如风_ 福利福利！！！
6207,0.44757496667959995,求求求@林靜雅雅雅 @鹿晗的迷妹200903 @叫我漫大人丶 
6208,0.42172147722901665,@叫我漫大人丶 @静若水_ @林靜雅雅雅 求中啊～想要～[色]
6209,0.42172147722901665,我我我我我@紫岳wy @脏勿冬 @耶兹_德_森_欧洲人 [可怜][羞嗒嗒][羞嗒嗒]
6210,0.44757496667959995,舔啊[兔子]@汐情YY @曼妮花开 @被爱的一颗小草 
6211,0.42172147722901665,@静若水_ @长角星人- @叶尘晰想改名叫冰棒丶 [爱你]想要～
6212,0.42172147722901665,#陈学冬# 立于世间陡峭山峰，俯瞰风起云涌。脚踏万里苍白冰原，伸手即触苍穹。穿行无尽迷雾丛林，一路披荆斩棘。踏遍冰封奥斯汀大陆，高唱战歌未歇。翻涌风雪，无垠星河，于你掌间，为你加冕[心][心]@一个雯雯- @他们都叫我萱萱 @冬兴鹿 
6213,0.42172147722901665,@四川发布 @C鴈閣X @陈学冬全球后援会四川分会 麒零[心]
6214,0.42172147722901665,@叫我漫大人丶 @gogo陈伟霆的小迷妹 @林靜雅雅雅 要书要书！！！
6215,0.42172147722901665,@gogo陈伟霆的小迷妹 @叫我漫大人丶 @鹿晗的迷妹200903 想要看！
6216,0.44757496667959995,#乐视金融助力麒零点亮大屏##陈学冬爵迹##陈学冬爵迹成长力#抽我吧，我真的真的真的非常非常非常想要[悲伤][悲伤][悲伤][作揖][作揖][作揖][二哈][二哈][二哈]@电影爵迹2016 @四川发布 @sophie-GP
6217,0.5,#乐视金融助力麒零点亮大屏#
6218,0.3962900722328805,哇 小四的新书 大家上@蜜汁豆 @安慰的淘汰90 @无敌KUKU 
6219,0.32373539692737674,#陈学冬# #乐视金融助力麒零点亮大屏# #陈学冬爵迹成长力# @大青smile @卍_逸 @北極星最初的時光 我是麒粉 [哆啦A梦花心][哆啦A梦花心]非常想要[不好意思][不好意思]
6220,0.42172147722901665,@熊偊軒_Mars @陈_陈陈依依 @叫我欧洲人 [爱你][爱你][爱你]
6221,0.44757496667959995,#乐视金融助力麒零点亮大屏##陈学冬爵迹成长力#再多转几发[污][污][污]@夏雨冬雪初心不变 @筱蓂 @_你里冬_ 
6222,0.42172147722901665,#乐视金融助力麒零点亮大屏##陈学冬爵迹成长力#[二哈][二哈][二哈]@爱Cheney的萌萌萌 @Beloved_萌冬 @丑很丑 幺幺幺，切克闹！[污][污]看我看我！
6223,0.42172147722901665,@出走的淡水猫 @爱美的萌妈 @像龙猫一样内心灿烂的无敌小金刚  我郭！[太开心][太开心][太开心][太开心]
6224,0.44757496667959995,@晶姐爱凯源玺 @月冰夜凌 @贼溜的王源ROY 
6225,0.44757496667959995,要要要要！@百思就不得琪姐 @我就是东妮呀 @Doris要去ZJU 
6226,0.44757496667959995,最厉害的神[舔屏]@小小向日葵哒 @南风南风飞 @混蛋的夜生活 
6227,0.42172147722901665,#陈学冬# 立于世间陡峭山峰，俯瞰风起云涌。脚踏万里苍白冰原，伸手即触苍穹。穿行无尽迷雾丛林，一路披荆斩棘。踏遍冰封奥斯汀大陆，高唱战歌未歇。翻涌风雪，无垠星河，于你掌间，为你加冕[心][心]@一个雯雯- @他们都叫我萱萱 @冬兴鹿 
6228,0.42172147722901665,@陈学冬家的大头 @小花妹妹唯爱冬冬  @这里是爱陈学冬的糖糖  看我看我看我！～我要我要
6229,0.42172147722901665,@LAS_Aaron炎 @水里怎么没有鱼 @鸡排撞奶 [二哈]
6230,0.37140729529840966,#书香四川#@范冰冰 @Mr_凡先生 @TFBOYS-王源 想要！！@LH菜芽 @李是我生命里最璀璨的光辉 @何一i 
6231,0.30113587501305905,#书香四川 免费送好书#好棒的活动 好棒的电影和书 好想看的 希望能有机会得到[好爱哦]@四川发布@博集天卷 #爵迹电影全纪录#@白白麋鹿 @农大社联田歌_不是锅 @4夕八叉布 @海蓝诺雪 
6232,0.37140729529840966,@Y玉T婷-2-7 @易生有你YF @闺女fxx #书香四川 免费送好书##王源银幕首演爵迹##乐视金融助力苍白少年点亮大屏#送我把  么么哒
6233,0.44757496667959995,想要[舔屏]@Y3郁小茱 @joanmouse @郭敬明的手控
6234,0.44757496667959995,看我!@HZT柒 @AreYouGonnaGoMyWay_ @Cyle若竹 
6235,0.42172147722901665,@糖醋排骨呀 @糖糖3156 @电影爵迹2016 看这里啦
6236,0.42172147722901665,@糖醋排骨呀 @盐巴巴咩 @电影爵迹2016 来来来，看这里，我想要
6237,0.44757496667959995,#乐视金融助力麒零点亮大屏#万一呢@陈学冬 @澈箐 @夏凉姐姐 
6238,0.44757496667959995,#爵迹电影全纪录#《爵迹梦鉴集》期待@Beloved_萌冬 @陈学冬吧 @卷耳毛毛猫
6239,0.44757496667959995,我来啦[太开心][太开心][太开心][太开心]@电影爵迹2016 @盐巴巴咩 @糖糖3156 
6240,0.44757496667959995,@陈学冬Cheney海外后援会 @陈学冬的雪贝贝 @陈学冬吧 
6241,0.44757496667959995,@浅笑嫣然用户6021699358 @Bake_For_Cheney_Only @cheney--nan 
6242,0.5,国庆节相约新都跨境电商购物节吧[鼓掌]//@四川发布:不！能！错！过！国庆节相约新都跨境电商购物节[色]
6243,0.5,好哒[哈哈][哈哈][爱你][嘻嘻]//@四川发布:【把美丽内江寄出去】提起内江，你会想起什么？它是国画大师张大千、新闻巨子范长江的故里；这里有国家4A旅游景区隆昌古宇湖风景区、石牌坊旅游区等美丽风光、国家非遗“中型杖头木偶戏”及让人回味悠长的牛肉面、油炸粑....[心]#把美丽四川寄出去#
6244,0.4737150425347657,@墨染清辉 //@四川发布:【把美丽内江寄出去】提起内江，你会想起什么？它是国画大师张大千、新闻巨子范长江的故里；这里有国家4A旅游景区隆昌古宇湖风景区、石牌坊旅游区等美丽风光、国家非遗“中型杖头木偶戏”及让人回味悠长的牛肉面、油炸粑....[心]#把美丽四川寄出去#
6245,0.5,不晓得去哪儿？
6246,0.5,上班😊
6247,0.5,只要胖达出现，就永远是焦点
6248,0.5,可爱！
6249,0.5,[鼓掌]
6250,0.5,安岳不是种柠檬的么？以后制鞋污染咋办？柠檬还能买么？不会有鞋胶味儿吧😂😂😂
6251,0.5,我们大资阳
6252,0.5,恐怖袭击。勿去！！！
6253,0.5,😀
6254,0.5,真没觉得哪里好，占地，与地面交通格格不入，不如地铁和空轨。
6255,0.5,哎，新津的什么情况了？很久都没有新进展了。烂尾了？
6256,0.42172147722901665,不想多说什么 。为什么我们四川没有在深圳设驻事办 身份证丢了都办不了 其他省的都有
6257,0.42172147722901665,#微博问政#[握手][国旗]@中国政府网 @成都发布 @俄罗斯驻华大使馆 @普京总统俄罗斯
6258,0.5,点赞👍！
6259,0.5,[赞]
6260,0.44757496667959995,回复@忠貞侯:川菜本来就是移民菜 四川人很多祖籍地广东省 如咸烧白就是来自两百多年前的广东移民
6261,0.5,头两个是仿造粤菜的新派川菜
6262,0.4737150425347657,@四川旅游学院 我们学校老师参与制作[微笑]
6263,0.5,那么小份～是为了吃很多种类！
6264,0.32373539692737674,【冷餐会上的美味川菜[馋嘴][馋嘴]】 #四川特色美食# #特产美食# #遂宁吃货# #雅安吃货# #峨眉旅游# #射洪美食# #射洪生活# 
6265,0.5,剑南道、梓州道、夔州道、利州道！简称四川
6266,0.5,回复@符竹东泽:还有一个沐川
6267,0.5,四川“试穿”，“四穿”，四川唯有多试多穿更大更快更多改革，要敢试敢穿敢为人先，力争成为西部地区改革开放辐度最大的省份，引领西部省区改革，加快从西部大省向西部强省冲刺！
6268,0.5,四川人是天下人的盐。
6269,0.5,四川，[爱你][爱你]
6270,0.5,四川人
6271,0.5,川陕四路
6272,0.5,点赞👍！
6273,0.5,四川欢迎你
6274,0.5,壮哉我大四川
6275,0.5,文川，北川，青川，三川。
6276,0.5,点赞👍！
6277,0.44757496667959995,//@陕西发布: 西部12省区市兄弟大联动！[鼓掌][鼓掌][鼓掌] 美丽陕西欢迎您！
6278,0.5,没有陕西名片哈
6279,0.4737150425347657,西部12省区市兄弟大联动[噢耶] 美丽贵州欢迎您！[抱抱_旧][鼓掌]
6280,0.4737150425347657,西部12省区市兄弟大联动！[鼓掌][鼓掌][鼓掌] 美丽陕西欢迎您！
6281,0.5,中国挺好
6282,0.4737150425347657,#绚丽甘肃# 绚丽甘肃欢迎您哦[威武][威武]
6283,0.5,宫保鸡丁居然成了贵州的了
6284,0.5,“国宝”之地，大美四川欢迎小伙伴们的千里赴约哦~[色][鼓掌]
6285,0.5,点赞👍！
6286,0.5,大美四川，9100万川人共同的骄傲
6287,0.5,大美新疆与祖国西部兄弟携手传播正能量[握手][可爱]
6288,0.5,转发微博
6289,0.25877055197311816,@新疆发布 @西藏发布 @活力内蒙古 @甘肃发布 @陕西发布 @微博云南 @微博贵州 @青海发布 @宁夏发布 @微博广西 @重庆微发布
6290,0.5,祝贺，希望早日开通
6291,0.5,回复@CD-shibo:很巧[吃惊]我也在安民街站[嘻嘻][嘻嘻]
6292,0.5,回复@我的名字叫肖意:你住哪个站?我在安民街站[笑cry][笑cry][笑cry]
6293,0.5,6号线我家楼下已经开修了
6294,0.5,哦吼~
6295,0.5,敢为人先、不畏艰险、勇于开拓。#这很四川#
6296,0.5,点赞👍！
6297,0.5,[good][good][good]
6298,0.5,卫生间漏水，防水没做好，房屋漏水，质量有问题，都是浅显易懂的道理。卧龙镇党委政府装不懂，肖塘小区二楼房屋漏水致一楼商铺无法开业有五个多月，政府又不退房，又不解决，至今仍是拖，拖，拖。无视百姓民生，无视百姓疾苦，不担当，不作为，一点点小事，都处理不了，令百姓苦不堪言。
6299,0.4737150425347657,挑战与机遇同在，竞争与发展共存。[给力] http://t.cn/Rcdp2a0
6300,0.5,#四川全球秀#
6301,0.44757496667959995,农村的的贪官什么时候抓    ， 开着小车领低保的都有！！！
6302,0.5,点赞👍！
6303,0.5,[摊手]我点了10000个赞，手都点麻了。
6304,0.5,回复@-维生素B-:所谓民生工程，就是取之于民用之于民，最后再取之于民[笑cry]
6305,0.5,除了工资一如既往的坚持不涨，其他的都在飞速上涨
6306,0.5,成都地铁听证两种方案都是涨价，虽然支持改为里程计价。但是2块钱4公里，递增方式已经进入北上广的水平。按照现在的听证方案，二圈层进入主城区普遍进入7-8元。在公交还未一体化的现在增加二圈层人民的出行成本。考虑到成都的工资水平，建议改成2块钱6-8公里，然后递增。
6307,0.5,回复@longliang_david:地铁本来就是公益，是市民的福利，是市民的税钱修的，是市民忍受了长期拥堵，噪声后的方便，现在修好了有些人就像把它作为捞钱的工具！
6308,0.4737150425347657,@Ethan_Zhao 开个听证会也要数学好才行哦
6309,0.5,地铁沿线的小区物业应该给地铁公司做，毕竟那些郊区房价做了贡献的
6310,0.5,@刺鸟之魂
6311,0.5,最好全民公投
6312,0.5,都是按照站数收钱吧。公里数我也是醉了。
6313,0.5,我们这种住龙泉驿，在市区上班的情何以堪
6314,0.5,地铁建设和运营都需要投入巨额资金，地铁除了节假日和上下班高峰期拥挤外，很多郊区县的乘车区间人流量是很少的，这要多久才能收回成本啊[笑cry]成都1000多万常驻人口也没法承载资金运营压力，其他人口较少的二三线城市仍在热衷于修建地铁，当然可以带动地铁房的热销[笑cry]
6315,0.5,什么都在涨，就是工资不涨
6316,0.5,公里算好贵哦，
6317,0.5,来个全市人民公投如何！
6318,0.5,转发微博
6319,0.5,还以为有会东
6320,0.5,峨边峨边
6321,0.5,也就是说，这几个县不纳入GDP考核
6322,0.5,全是贫困县·····
6323,0.5,我大沐川威武，拥有“川西竹海”，“沐川芹菜坪国家森林公园”，森林覆盖率高。
6324,0.5,晚安[可爱]
6325,0.5,[嘻嘻]
6326,0.5,😒😒😒
6327,0.5,[微风][微风][微风][太阳]
6328,0.5,[心]
6329,0.5,说的就是我
6330,0.5,有道理
6331,0.5,做事不要瞻前顾后，要勇往直前…#早安，苏州# 
6332,0.5,小编，人生活的艰辛，不一定精彩[晕]
6333,0.5,[围观]
6334,0.4737150425347657,一个错误的选择    废了一个孩子的未来
6335,0.3962900722328805,其实 或许这孩子投案自首了 警方依法对他处罚了才是解脱。不信的话去看看其他进过这种机构的人写的匿名的帖子。 出来很久了、心里还是有阴影 跟了一辈子。
6336,0.4737150425347657,原来还不止杨永信 山东是不是就爱开这种学校？
6337,0.5,每次都是等死了人才管！
6338,0.5,这种问题学校不是开导孩子而是加重孩子心里的阴影，人性的丑恶，这种学校不去还不至于弑母
6339,0.5,既然教不了，就不要生，不成材也要成人
6340,0.5,这样的悲剧，究竟是谁的错？
6341,0.37140729529840966,这样头像的应该立即取消行程，这不要吓死的//@苏州发布: 回复@嘟噜嘟妮:有你这样一位朋友 真是他们的幸福[doge] //@嘟噜嘟妮:@ElysiaBravo @蒋轶书 我昨天晚上看到照片一晚上没睡着。不能老子一个人瞎
6342,0.5,[喵喵][微笑]
6343,0.5,回复@虐杀Aquarius:厉害
6344,0.5,能把这些刷单的都抓住吗？太吓人了
6345,0.5,@绵羊不说
6346,0.5,中国人钻空子钻漏洞的本领真的是世界最顶级的
6347,0.5,我都看不出来是ps的，小编想搞个大新闻
6348,0.44757496667959995,真的假的 怪由人兴 不去理他自然就没事了...
6349,0.5,[哆啦A梦吃惊]看来别人给的奶茶不能喝
6350,0.5,这个吓人了
6351,0.5,有多少人是从来不点开链接看的？动动脑子啊
6352,0.5,可恶[怒]
6353,0.5,不能说哪个牌子哪个网站么[吃惊]
6354,0.5,@78Nv
6355,0.44757496667959995,害人啊 和 百毒外卖一样
6356,0.5,为什么不说是什么牌子的
6357,0.4737150425347657,@春燕的家 我擦
6358,0.5,转
6359,0.5,爷爷一路走好
6360,0.5,真心为老人点赞[泪][泪][泪]
6361,0.5,[心]
6362,0.5,伟大的爷爷，值得颂扬
6363,0.4737150425347657,老爷子的事迹让人敬畏！ 当年还没评上央视“感动中国”人物，不知道@央视怎么看？
6364,0.5,致敬！
6365,0.5,有的人死了，他还活着！
6366,0.4737150425347657,//@青希荷莲: 转发微博
6367,0.5,[蜡烛][蜡烛]
6368,0.5,转发微博
6369,0.5,金色小麦[哆啦A梦微笑]
6370,0.5,启园路，环湖路往启园路150米，路北小树林
6371,0.5,这地方骑车游东山的时候去过哈哈[喵喵]
6372,0.5,请问图片的具体位置在哪里
6373,0.5,上次去东山什么也没看到......
6374,0.5,回复@似乎有智识:前两年张家界那次就挂了一个。
6375,0.5,如果空气来个乱流，高速撞到山上人是不是就挂了？
6376,0.5,转发
6377,0.5,招老师吗
6378,0.5,五千名能干啥？
6379,0.5,转发微博
6380,0.5,想起了洋务运动
6381,0.5,[爱你]
6382,0.5,[笑cry]那些整容的姐们她们也刷脸吗
6383,0.5,小编小编，外地人可以在苏州换领身份证吗[爱你]
6384,0.5,为民服务[赞]辛苦了
6385,0.5,下午松涛街试一下
6386,0.5,[吃惊]
6387,0.5,[哆啦A梦汗]怎么频频发生枪击案 
6388,0.5,回复@黄大薯:国内什么你倒是说说看？[鄙视]
6389,0.5,我看到了[衰]
6390,0.5,为什么不报道国内？
6391,0.42172147722901665,看到最近美国有点乱 我还是蛮开心的 但是理智告诉我 不能笑出声[偷笑]
6392,0.5,[挖鼻]
6393,0.5,老鼠肉
6394,0.5,[吃惊]
6395,0.5,唉
6396,0.5,主要还是犯罪代价太低，主导修改法律的权力部门为什么至今无动于衷？你们能买得起特供，普通百姓怎么办？
6397,0.5,转需
6398,0.5,不考
6399,0.5,不错
6400,0.5,转发
6401,0.5,玄妙观山门里的六大金刚，文革时被烧毁，那是香樟本做的，烧得满观前街飘香，乐桥那都闻得到。
6402,0.5,哈哈
6403,0.5,666666
6404,0.5,这车不错啊。。
6405,0.5,回复@silence-刚刚:你共同富裕就能害人了？高速你上去试试？
6406,0.5,还差个天窗
6407,0.5,一朵😓
6408,0.5,怎么了？社会主义社会中连交警都嫌贫爱富了？共同富裕难道是一句屁话吗？？？
6409,0.5,椅子碉堡了！
6410,0.5,回复@身不由己_52260:我靠，你这为了喷而喷我服
6411,0.5,这是难道是开车人的问题，想想他为什么会这样做，不要一有问题就是老百姓的不是，管理和行政主管教育部门哪里去了？
6412,0.5,哈哈，low出新高度。[笑cry][耶]
6413,0.5,啧啧啧，老司机带带我[挖鼻]
6414,0.5,[嘻嘻]
6415,0.5,喜欢
6416,0.5,人间天堂
6417,0.5,回复@渌水疏影:啧啧啧……
6418,0.5,美
6419,0.5,美
6420,0.5,不要门票就好了
6421,0.4737150425347657,可以加话题#带着微博去昆山# 哦，么么哒[爱你]
6422,0.4737150425347657,刚从锦溪回来 http://t.cn/RcQGYMe
6423,0.5,@卟岁叫的耳哚
6424,0.5,转
6425,0.5,[吃惊]
6426,0.5,转
6427,0.4737150425347657,哈哈 大笑话
6428,0.5,转
6429,0.5,转发
6430,0.5,哈哈！piapia打脸
6431,0.5,哈哈哈
6432,0.5,[哈哈][哈哈][笑cry]容我笑出声来了
6433,0.5,練功……
6434,0.5,[微笑]
6435,0.5,哈哈
6436,0.5,傻了
6437,0.5,[哈哈][哈哈][哈哈]
6438,0.5,有意思
6439,0.5,这个头子是橡皮塑料的，有弹性，敲打敲打穴位很舒服的。
6440,0.5,又不是头撞车玻璃，老外就是图样图森破[挖鼻][挖鼻][挖鼻]
6441,0.5,医生跑的快，估计职业岗位培训过了
6442,0.5,转
6443,0.5,不理智
6444,0.5,转
6445,0.5,转发
6446,0.5,[哆啦A梦吃惊]中国最大的危机就是缺乏信任
6447,0.5,回复@3_ch:同感
6448,0.5,莆田？要我们作何想？
6449,0.5,好东西
6450,0.5,酸奶
6451,0.5,可我不爱喝
6452,0.5,转
6453,0.5,天天吃
6454,0.5,注意！
6455,0.5,转
6456,0.5,原来是伪装
6457,0.5,转
6458,0.5,真的是什么都敢想敢做啊
6459,0.5,转发微博
6460,0.5,转发
6461,0.5,[哆啦A梦吃惊]
6462,0.5,回复@木偶部队:你有蛇经病，没看到流浪狗只看到流浪猫好伐
6463,0.5,回复@冷瞳小屋:靠[微笑]，那流浪狗呢。你个没爱心的。
6464,0.5,回复@辣不辣多思基:打雷啦，下雨啦，回家收衣服啦[二哈]
6465,0.5,[抓狂]不要，流浪猫怎么办
6466,0.5,衣服还没收，赶快。
6467,0.5,回复@亚利轩:上图[哆啦A梦微笑]
6468,0.5,[围观]
6469,0.5,青春气息扑面而来。
6470,0.5,乖巧
6471,0.5,小姑娘挺可爱的
6472,0.4737150425347657,@菉葭苍苍 图二有没有和你几分相似[微笑]
6473,0.5,回复@磕头不如造反-:精神图腾
6474,0.5,[喵喵]
6475,0.4737150425347657,让我们面对现实，让我们忠于理想。 卡斯特罗，切·格瓦拉
6476,0.5,[赞]
6477,0.5,[赞][doge]
6478,0.5,很好的创意
6479,0.5,这种创意估计在中国难于寻觅到。
6480,0.5,江南人杰地灵。
6481,0.5,这村子风气很好，老一辈人有远见…，现在很多村子小孩子面对的都是麻将扑克牌……
6482,0.5,回复@Paprrikaa:。。。
6483,0.5,哇哦
6484,0.5,读书识字是不成文的传统？？？
6485,0.5,现在十个人九个是大学生吧。
6486,0.5,风气好
6487,0.5,风气好
6488,0.4737150425347657,我们村是啥样？摇头  但那里553位如个个贤贵就好了
6489,0.44757496667959995,看到那个牌坊，就应该是 传说中的 耕读传世之家。
6490,0.44757496667959995,嗯 就是这样[微笑][微笑] http://t.cn/RcuQR4n
6491,0.5,@喝着洗澡水唱着歌
6492,0.5,江浙自古学风昌盛……看看从唐至今，多少状元都在江浙……
6493,0.5,哇塞好棒[鼓掌]
6494,0.5,杭州湾跨海大桥就这么败了么
6495,0.5,[委屈]今天还穿着凉鞋
6496,0.5,肚子脚脖子和肩膀，嗯……看来可以冻冻胳膊腿儿~
6497,0.5,回复@seseyao_:我来拍/再打五折！数码+PS没几个成本，再说是美女。[嘻嘻]
6498,0.5,5、600就能拍出来？[挖鼻]
